id;name;type;parent;min;max;regex;namespace;active;inferrable;xpath;message_field
23;xJust;E;12;1;1;"^[!a-zA-Z0-9#$%()*+,-.\/:;=?@\[\]^`{|}~]{1}[! a-zA-Z0-9#$%()*+,-.\/:;=?@\[\]^`{|}~]{13,253}[!a-zA-Z0-9#$%()*+,-.\/:;=?@\[\]^`{|}~]{1}$";;1;0;//xs:inutNFe//xs:infInut//xs:xJust;justificativa
24;Signature;G;10;1;1;;http://www.w3.org/2000/09/xmldsig#;1;1;//xs:Signature;
25;SignedInfo;G;24;1;1;;;1;1;//xs:Signature//xs:SignedInfo;
26;CanonicalizationMethod;G;25;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod;
27;Algorithm;A;26;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod//@Algorithm;
28;SignatureMethod;G;25;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod;
29;Algorithm;A;28;1;1;^http://www\.w3\.org/2000/09/xmldsig#rsa-sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod//@Algorithm;
30;Reference;G;25;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference;
31;URI;A;30;1;1;"^[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}[ a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{0,58}[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}$";;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//@URI;
32;Transforms;G;30;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms;
33;Transform;G;32;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
34;Algorithm;A;33;1;1;^http://www\.w3\.org/2000/09/xmldsig#enveloped-signature$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
35;XPath;E;33;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
36;Transform;G;32;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
37;Algorithm;A;36;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
38;XPath;E;36;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
39;DigestMethod;G;30;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod;
40;Algorithm;A;39;1;1;^http://www\.w3\.org/2000/09/xmldsig#sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod//@Algorithm;
41;DigestValue;E;30;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestValue;
42;SignatureValue;G;24;1;1;;;1;1;//xs:Signature//xs:SignatureValue;
43;KeyInfo;G;24;1;1;;;1;1;//xs:Signature//xs:KeyInfo;
44;X509Data;G;43;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data;
45;X509Certificate;E;44;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data//xs:X509Certificate;
46;consSitNFe;Root;;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:consSitNFe;
47;versao;A;46;1;1;^[0-9]{1,2}\.[0-9]{2}$;;1;1;//xs:consSitNFe//@versao;
48;tpAmb;E;46;1;1;^(1|2)$;;1;0;//xs:consSitNFe//xs:tpAmb;ambiente
49;xServ;E;46;1;1;^CONSULTAR$;;1;0;//xs:consSitNFe//xs:xServ;servico
50;chNFe;E;46;1;1;^[0-9]{44}$;;1;0;//xs:consSitNFe//xs:chNFe;chave_nota
51;consStatServ;Root;;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:consStatServ;
52;versao;A;51;1;1;^[0-9]{1,2}\.[0-9]{2}$;;1;1;//xs:consStatServ//@versao;
53;tpAmb;E;51;1;1;^(1|2)$;;1;0;//xs:consStatServ//xs:tpAmb;ambiente
54;cUF;E;51;1;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53$;;1;0;//xs:consStatServ//xs:cUF;codigo_uf
55;xServ;E;51;1;1;^STATUS$;;1;0;//xs:consStatServ//xs:xServ;servico
56;ConsCad;Root;;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:ConsCad;
57;versao;A;56;1;1;^[0-9]{1,2}\.[0-9]{2}$;;1;1;//xs:ConsCad//@versao;
58;infCons;G;56;1;1;;;1;0;//xs:ConsCad//xs:infCons;
59;xServ;E;58;1;1;^CONS-CAD$;;1;0;//xs:ConsCad//xs:infCons//xs:xServ;servico
60;UF;E;58;1;1;^(SC|RS|MG|DF|SP|RN|GO|AM|PA|PE|PB|AP|ES|TO|MT|RR|PI|PR|CE|BA|RJ|AC|MA|AL|RO|SE|MS)$;;1;0;//xs:ConsCad//xs:infCons//xs:UF;uf
61;IE;CE;58;1;1;^[0-9]{2,14}$;;1;0;//xs:ConsCad//xs:infCons//xs:IE;inscricao_estadual
62;CNPJ;CE;58;1;1;^[0-9]{14}$;;1;0;//xs:ConsCad//xs:infCons//xs:CNPJ;cpf_cnpj
63;CPF;CE;58;1;1;^[0-9]{11}$;;1;0;//xs:ConsCad//xs:infCons//xs:CPF;cpf_cnpj
64;distDFeInt;Root;;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:distDFeInt;
65;versao;A;64;1;1;^[0-9]{1,2}\.[0-9]{2}$;;1;1;//xs:distDFeInt//@versao;
66;tpAmb;E;64;1;1;^(1|2)$;;1;0;//xs:distDFeInt//xs:tpAmb;ambiente
67;cUFAutor;E;64;0;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53$;;1;0;//xs:distDFeInt//xs:cUFAutor;codigo_uf_autor
68;CNPJ;CE;64;1;1;^[0-9]{14}$;;1;0;//xs:distDFeInt//xs:CNPJ;cpf_cnpj
69;CPF;CE;64;1;1;^[0-9]{11}$;;1;0;//xs:distDFeInt//xs:CPF;cpf_cnpj
70;distNSU;CG;64;1;1;;;1;0;//xs:distDFeInt//xs:distNSU;
71;ultNSU;E;70;1;1;^[0-9]{15}$;;1;0;//xs:distDFeInt//xs:distNSU//xs:ultNSU;ultimo_nsu
72;consNSU;CG;64;1;1;;;1;0;//xs:distDFeInt//xs:consNSU;
73;NSU;E;72;1;1;^[0-9]{15}$;;1;0;//xs:distDFeInt//xs:consNSU//xs:NSU;consulta_nsu
74;consChNFe;CG;64;1;1;;;1;0;//xs:distDFeInt//xs:consChNFe;
75;chNFe;E;74;1;1;^[0-9]{44}$;;1;0;//xs:distDFeInt//xs:consChNFe//xs:chNFe;chave_nota
76;evento_carta_correcao;GA;;0;1;;;1;1;;
77;envEvento;Root;76;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:envEvento;
78;versao;A;77;1;1;^1\.00$;;1;1;//xs:envEvento//@versao;
79;idLote;E;77;1;1;^[0-9]{1,15}$;;1;0;//xs:envEvento//xs:idLote;lote
80;evento;G;77;1;20;;;1;0;//xs:envEvento//xs:evento;
81;versao;A;80;1;1;^1\.00$;;1;1;//xs:envEvento//xs:evento//@versao;
82;infEvento;G;80;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento;
83;Id;A;82;1;1;^ID[0-9]{52}$;;1;1;//xs:envEvento//xs:evento//xs:infEvento//@Id;
84;cOrgao;E;82;1;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53|90$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:cOrgao;codigo_orgao
85;tpAmb;E;82;1;1;^(1|2)$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpAmb;ambiente
86;CNPJ;CE;82;1;1;^[0-9]{14}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CNPJ;cpf_cnpj
87;CPF;CE;82;1;1;^[0-9]{11}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CPF;cpf_cnpj
88;chNFe;E;82;1;1;^[0-9]{44}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:chNFe;chave_nota
89;dhEvento;E;82;1;1;^(((20(([02468][048])|([13579][26]))-02-29))|(20[0-9][0-9])-((((0[1-9])|(1[0-2]))-((0[1-9])|(1\d)|(2[0-8])))|((((0[13578])|(1[02]))-31)|(((0[1,3-9])|(1[0-2]))-(29|30)))))T(20|21|22|23|[0-1]\d):[0-5]\d:[0-5]\d([\-,\+](0[0-9]|10|11):00|([\+](12):00))$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:dhEvento;
90;tpEvento;E;82;1;1;^110110$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpEvento;tipo_evento
91;nSeqEvento;E;82;1;1;^[1-9]|[1][0-9]{0,1}|20$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:nSeqEvento;numero_sequencial_evento
92;verEvento;E;82;1;1;^1\.00$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:verEvento;
93;detEvento;G;82;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:detEvento;
94;Signature;G;80;1;1;;http://www.w3.org/2000/09/xmldsig#;1;1;//xs:Signature;
95;SignedInfo;G;94;1;1;;;1;1;//xs:Signature//xs:SignedInfo;
96;CanonicalizationMethod;G;95;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod;
97;Algorithm;A;96;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod//@Algorithm;
98;SignatureMethod;G;95;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod;
99;Algorithm;A;98;1;1;^http://www\.w3\.org/2000/09/xmldsig#rsa-sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod//@Algorithm;
100;Reference;G;95;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference;
101;URI;A;100;1;1;"^[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}[ a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{0,58}[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}$";;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//@URI;
102;Transforms;G;100;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms;
103;Transform;G;102;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
104;Algorithm;A;103;1;1;^http://www\.w3\.org/2000/09/xmldsig#enveloped-signature$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
105;XPath;E;103;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
106;Transform;G;102;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
107;Algorithm;A;106;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
108;XPath;E;106;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
109;DigestMethod;G;100;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod;
110;Algorithm;A;109;1;1;^http://www\.w3\.org/2000/09/xmldsig#sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod//@Algorithm;
111;DigestValue;E;100;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestValue;
112;SignatureValue;G;94;1;1;;;1;1;//xs:Signature//xs:SignatureValue;
113;KeyInfo;G;94;1;1;;;1;1;//xs:Signature//xs:KeyInfo;
114;X509Data;G;113;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data;
115;X509Certificate;E;114;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data//xs:X509Certificate;
116;evento_confirmacao_operacao;GA;;0;1;;;1;1;;
117;envEvento;Root;116;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:envEvento;
118;versao;A;117;1;1;^1\.00$;;1;1;//xs:envEvento//@versao;
119;idLote;E;117;1;1;^[0-9]{1,15}$;;1;0;//xs:envEvento//xs:idLote;lote
120;evento;G;117;1;20;;;1;0;//xs:envEvento//xs:evento;
121;versao;A;120;1;1;^1\.00$;;1;1;//xs:envEvento//xs:evento//@versao;
122;infEvento;G;120;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento;
123;Id;A;122;1;1;^ID[0-9]{52}$;;1;1;//xs:envEvento//xs:evento//xs:infEvento//@Id;
124;cOrgao;E;122;1;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53|90$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:cOrgao;codigo_orgao
125;tpAmb;E;122;1;1;^(1|2)$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpAmb;ambiente
126;CNPJ;CE;122;1;1;^[0-9]{14}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CNPJ;cpf_cnpj
127;CPF;CE;122;1;1;^[0-9]{11}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CPF;cpf_cnpj
128;chNFe;E;122;1;1;^[0-9]{44}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:chNFe;chave_nota
129;dhEvento;E;122;1;1;^(((20(([02468][048])|([13579][26]))-02-29))|(20[0-9][0-9])-((((0[1-9])|(1[0-2]))-((0[1-9])|(1\d)|(2[0-8])))|((((0[13578])|(1[02]))-31)|(((0[1,3-9])|(1[0-2]))-(29|30)))))T(20|21|22|23|[0-1]\d):[0-5]\d:[0-5]\d([\-,\+](0[0-9]|10|11):00|([\+](12):00))$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:dhEvento;
130;tpEvento;E;122;1;1;^210200$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpEvento;tipo_evento
131;nSeqEvento;E;122;1;1;^[1-9]|[1][0-9]{0,1}|20$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:nSeqEvento;numero_sequencial_evento
132;verEvento;E;122;1;1;^1\.00$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:verEvento;
133;detEvento;G;122;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:detEvento;
134;Signature;G;120;1;1;;http://www.w3.org/2000/09/xmldsig#;1;1;//xs:Signature;
135;SignedInfo;G;134;1;1;;;1;1;//xs:Signature//xs:SignedInfo;
136;CanonicalizationMethod;G;135;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod;
137;Algorithm;A;136;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod//@Algorithm;
138;SignatureMethod;G;135;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod;
139;Algorithm;A;138;1;1;^http://www\.w3\.org/2000/09/xmldsig#rsa-sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod//@Algorithm;
140;Reference;G;135;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference;
141;URI;A;140;1;1;"^[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}[ a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{0,58}[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}$";;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//@URI;
142;Transforms;G;140;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms;
143;Transform;G;142;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
144;Algorithm;A;143;1;1;^http://www\.w3\.org/2000/09/xmldsig#enveloped-signature$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
145;XPath;E;143;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
146;Transform;G;142;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
147;Algorithm;A;146;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
148;XPath;E;146;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
149;DigestMethod;G;140;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod;
150;Algorithm;A;149;1;1;^http://www\.w3\.org/2000/09/xmldsig#sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod//@Algorithm;
151;DigestValue;E;140;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestValue;
152;SignatureValue;G;134;1;1;;;1;1;//xs:Signature//xs:SignatureValue;
153;KeyInfo;G;134;1;1;;;1;1;//xs:Signature//xs:KeyInfo;
154;X509Data;G;153;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data;
155;X509Certificate;E;154;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data//xs:X509Certificate;
156;evento_ciencia_da_operacao;GA;;0;1;;;1;1;;
157;envEvento;Root;156;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:envEvento;
158;versao;A;157;1;1;^1\.00$;;1;1;//xs:envEvento//@versao;
159;idLote;E;157;1;1;^[0-9]{1,15}$;;1;0;//xs:envEvento//xs:idLote;lote
160;evento;G;157;1;20;;;1;0;//xs:envEvento//xs:evento;
161;versao;A;160;1;1;^1\.00$;;1;1;//xs:envEvento//xs:evento//@versao;
162;infEvento;G;160;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento;
163;Id;A;162;1;1;^ID[0-9]{52}$;;1;1;//xs:envEvento//xs:evento//xs:infEvento//@Id;
164;cOrgao;E;162;1;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53|90$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:cOrgao;codigo_orgao
165;tpAmb;E;162;1;1;^(1|2)$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpAmb;ambiente
166;CNPJ;CE;162;1;1;^[0-9]{14}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CNPJ;cpf_cnpj
167;CPF;CE;162;1;1;^[0-9]{11}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CPF;cpf_cnpj
168;chNFe;E;162;1;1;^[0-9]{44}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:chNFe;chave_nota
169;dhEvento;E;162;1;1;^(((20(([02468][048])|([13579][26]))-02-29))|(20[0-9][0-9])-((((0[1-9])|(1[0-2]))-((0[1-9])|(1\d)|(2[0-8])))|((((0[13578])|(1[02]))-31)|(((0[1,3-9])|(1[0-2]))-(29|30)))))T(20|21|22|23|[0-1]\d):[0-5]\d:[0-5]\d([\-,\+](0[0-9]|10|11):00|([\+](12):00))$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:dhEvento;
170;tpEvento;E;162;1;1;^210210$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpEvento;tipo_evento
171;nSeqEvento;E;162;1;1;^[1-9]|[1][0-9]{0,1}|20$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:nSeqEvento;numero_sequencial_evento
172;verEvento;E;162;1;1;^1\.00$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:verEvento;
173;detEvento;G;162;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:detEvento;
174;Signature;G;160;1;1;;http://www.w3.org/2000/09/xmldsig#;1;1;//xs:Signature;
175;SignedInfo;G;174;1;1;;;1;1;//xs:Signature//xs:SignedInfo;
176;CanonicalizationMethod;G;175;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod;
177;Algorithm;A;176;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:CanonicalizationMethod//@Algorithm;
178;SignatureMethod;G;175;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod;
179;Algorithm;A;178;1;1;^http://www\.w3\.org/2000/09/xmldsig#rsa-sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:SignatureMethod//@Algorithm;
180;Reference;G;175;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference;
181;URI;A;180;1;1;"^[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}[ a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{0,58}[!a-zA-Z0-9""#$&'*+,-.\/:;<=>?@\[\]`|~]{1}$";;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//@URI;
182;Transforms;G;180;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms;
183;Transform;G;182;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
184;Algorithm;A;183;1;1;^http://www\.w3\.org/2000/09/xmldsig#enveloped-signature$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
185;XPath;E;183;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
186;Transform;G;182;2;2;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform;
187;Algorithm;A;186;1;1;^http://www\.w3\.org/TR/2001/REC-xml-c14n-20010315$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//@Algorithm;
188;XPath;E;186;0;;;;0;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:Transforms//xs:Transform//xs:XPath;
189;DigestMethod;G;180;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod;
190;Algorithm;A;189;1;1;^http://www\.w3\.org/2000/09/xmldsig#sha1$;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestMethod//@Algorithm;
191;DigestValue;E;180;1;1;;;1;1;//xs:Signature//xs:SignedInfo//xs:Reference//xs:DigestValue;
192;SignatureValue;G;174;1;1;;;1;1;//xs:Signature//xs:SignatureValue;
193;KeyInfo;G;174;1;1;;;1;1;//xs:Signature//xs:KeyInfo;
194;X509Data;G;193;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data;
195;X509Certificate;E;194;1;1;;;1;1;//xs:Signature//xs:KeyInfo//xs:X509Data//xs:X509Certificate;
196;evento_desconhecimento_da_operacao;GA;;0;1;;;1;1;;
197;envEvento;Root;196;;;;http://www.portalfiscal.inf.br/nfe;1;0;//xs:envEvento;
198;versao;A;197;1;1;^1\.00$;;1;1;//xs:envEvento//@versao;
199;idLote;E;197;1;1;^[0-9]{1,15}$;;1;0;//xs:envEvento//xs:idLote;lote
200;evento;G;197;1;20;;;1;0;//xs:envEvento//xs:evento;
201;versao;A;200;1;1;^1\.00$;;1;1;//xs:envEvento//xs:evento//@versao;
202;infEvento;G;200;1;1;;;1;0;//xs:envEvento//xs:evento//xs:infEvento;
203;Id;A;202;1;1;^ID[0-9]{52}$;;1;1;//xs:envEvento//xs:evento//xs:infEvento//@Id;
204;cOrgao;E;202;1;1;^11|12|13|14|15|16|17|21|22|23|24|25|26|27|28|29|31|32|33|35|41|42|43|50|51|52|53|90$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:cOrgao;codigo_orgao
205;tpAmb;E;202;1;1;^(1|2)$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:tpAmb;ambiente
206;CNPJ;CE;202;1;1;^[0-9]{14}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CNPJ;cpf_cnpj
207;CPF;CE;202;1;1;^[0-9]{11}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:CPF;cpf_cnpj
208;chNFe;E;202;1;1;^[0-9]{44}$;;1;0;//xs:envEvento//xs:evento//xs:infEvento//xs:chNFe;chave_nota
